Time (ns),Total E x (V/m),Total E y (V/m),Total E z (V/m)
0.24900923,-1.64661816e-14,-1.39952169e-06,1.39952181e-06
0.250009263,-3.22539982e-14,-1.07408039e-06,1.07408039e-06
0.251009297,-4.33054708e-14,-7.31692637e-07,7.31692467e-07
0.25200933,-4.80418148e-14,-3.73233576e-07,3.73233348e-07
0.253009363,-4.09372955e-14,3.14423154e-10,-3.14735793e-10
0.254009397,-2.12271928e-14,3.878732e-07,-3.87873598e-07
0.255009458,9.55905311e-15,7.88257751e-07,-7.88258149e-07
0.256009491,4.58710354e-14,1.20021161e-06,-1.20021207e-06
0.257009525,8.0604238e-14,1.6223529e-06,-1.62235324e-06
0.258009558,1.15337441e-13,2.05323022e-06,-2.05323067e-06
0.259009592,1.34282817e-13,2.49128379e-06,-2.49128402e-06
0.260009625,1.40597942e-13,2.93488529e-06,-2.93488529e-06
0.261009658,1.34282817e-13,3.3822987e-06,-3.38229847e-06
0.262009719,1.09022309e-13,3.831698e-06,-3.83169754e-06
0.263009753,6.4816418e-14,4.28119347e-06,-4.28119301e-06
0.264009786,1.66515158e-15,4.72881311e-06,-4.72881266e-06
0.26500982,-8.67466296e-14,5.17251328e-06,-5.17251237e-06
0.266009853,-1.75158418e-13,5.6101776e-06,-5.61017714e-06
0.267009886,-2.50939948e-13,6.03965645e-06,-6.039656e-06
0.26800992,-3.14091201e-13,6.45872524e-06,-6.45872524e-06
0.269009953,-3.39351702e-13,6.86514431e-06,-6.86514431e-06
0.270010014,-3.39351702e-13,7.25663404e-06,-7.25663449e-06
0.271010048,-3.26721452e-13,7.63091066e-06,-7.63091157e-06
0.272010081,-3.0146095e-13,7.98567089e-06,-7.9856718e-06
0.273010115,-2.50939948e-13,8.31862872e-06,-8.31862963e-06
0.274010148,-2.00418932e-13,8.62750858e-06,-8.62750949e-06
0.275010181,-1.49897916e-13,8.91006948e-06,-8.91007039e-06
0.276010215,-1.24637415e-13,9.16410409e-06,-9.16410499e-06
0.277010248,-9.93769073e-14,9.38745688e-06,-9.38745779e-06
0.278010309,-7.41163993e-14,9.5780324e-06,-9.57803331e-06
0.279010343,-4.88558914e-14,9.73379883e-06,-9.73379883e-06
0.280010376,-2.35953835e-14,9.85281258e-06,-9.85281167e-06
0.281010409,1.66512447e-15,9.93321555e-06,-9.93321464e-06
0.282010443,2.69256324e-14,9.97324696e-06,-9.97324605e-06
0.283010476,5.21861403e-14,9.97126517e-06,-9.97126426e-06
0.28401051,7.74466483e-14,9.9257395e-06,-9.9257395e-06
0.285010571,1.02707156e-13,9.83527843e-06,-9.83527843e-06
0.286010604,1.27967664e-13,9.69861321e-06,-9.69861412e-06
0.287010637,1.27967664e-13,9.51465699e-06,-9.5146579e-06
0.288010671,1.02707156e-13,9.28246754e-06,-9.28246845e-06
0.289010704,5.21861403e-14,9.00129544e-06,-9.00129544e-06
0.290010738,-2.36201575e-14,8.67054678e-06,-8.67054587e-06
0.291010771,-9.94264553e-14,8.28985594e-06,-8.28985503e-06
0.292010804,-1.49972252e-13,7.85907014e-06,-7.85906832e-06
0.293010866,-1.75257541e-13,7.37823029e-06,-7.37822847e-06
0.294010899,-1.75282315e-13,6.84762199e-06,-6.84761972e-06
0.295010932,-1.50046588e-13,6.26775682e-06,-6.26775454e-06
0.296010966,-7.42650638e-14,5.63940785e-06,-5.63940557e-06
0.297010999,5.20374691e-14,4.96354551e-06,-4.96354369e-06
0.298011033,2.16230788e-13,4.24145355e-06,-4.24145219e-06
0.299011066,3.86739198e-13,3.47462014e-06,-3.47461946e-06
0.300011127,5.57260022e-13,2.66481811e-06,-2.66481811e-06
0.30101116,7.02520344e-13,1.81402322e-06,-1.8140239e-06
0.302011194,8.06738519e-13,9.24530696e-07,-9.24531832e-07
0.303011227,8.49378022e-13,-1.16977728e-09,1.16852672e-09
0.304011261,8.27713549e-13,-9.60324769e-07,9.60323518e-07
0.305011294,7.39283201e-13,-1.94993527e-06,1.94993413e-06
0.306011327,6.00300842e-13,-2.96675512e-06,2.96675444e-06
0.307011361,4.36045595e-13,-4.00733825e-06,4.00733825e-06
0.308011422,2.78105501e-13,-5.06801643e-06,5.06801689e-06
0.309011455,1.39098368e-13,-6.14484179e-06,6.1448427e-06
0.310011489,3.79820145e-14,-7.23370567e-06,7.23370704e-06
0.311011522,4.17011261e-17,-8.33031118e-06,8.33031299e-06
0.312011555,5.0562717e-14,-9.4301713e-06,9.43017403e-06
0.313011589,1.76914811e-13,-1.05285717e-05,1.05285744e-05
0.314011622,3.79048409e-13,-1.16206857e-05,1.16206884e-05
0.315011656,6.82323176e-13,-1.27014946e-05,1.27014973e-05
0.316011717,1.01090794e-12,-1.37659017e-05,1.37659035e-05
0.31701175,1.3395423e-12,-1.48086374e-05,1.48086383e-05
0.318011784,1.64286662e-12,-1.58243784e-05,1.58243784e-05
0.319011817,1.87040943e-12,-1.68076949e-05,1.68076949e-05
0.32001185,2.02217063e-12,-1.77531292e-05,1.77531292e-05
0.321011884,2.02231938e-12,-1.86551897e-05,1.86551897e-05
0.322011917,1.92117828e-12,-1.95083594e-05,1.95083594e-05
0.323011978,1.66827587e-12,-2.03071759e-05,2.03071759e-05
0.324012012,1.36465427e-12,-2.10462094e-05,2.10462094e-05
0.325012045,1.01031336e-12,-2.17201086e-05,2.17201086e-05
0.326012078,7.06592662e-13,-2.23236148e-05,2.23236148e-05
0.327012112,4.53492062e-13,-2.28516055e-05,2.28516074e-05
0.328012145,3.52152715e-13,-2.32991188e-05,2.32991224e-05
0.329012179,3.52053618e-13,-2.36613669e-05,2.36613723e-05
0.330012212,4.53194746e-13,-2.39337805e-05,2.3933786e-05
0.331012273,7.06097127e-13,-2.41119978e-05,2.41120033e-05
0.332012307,1.06023979e-12,-2.41919479e-05,2.41919533e-05
0.33301234,1.5156227e-12,-2.41698308e-05,2.41698363e-05
0.334012373,1.97100561e-12,-2.40421596e-05,2.40421632e-05
0.335012407,2.22410632e-12,-2.38057764e-05,2.38057783e-05
0.33601244,2.42658671e-12,-2.34579147e-05,2.34579147e-05
0.337012473,2.47720681e-12,-2.2996157e-05,2.2996157e-05
0.338012535,2.27492461e-12,-2.2418486e-05,2.24184841e-05
0.339012568,1.71859879e-12,-2.17233865e-05,2.17233846e-05
0.340012601,8.58750516e-13,-2.09097616e-05,2.09097598e-05
0.341012635,-1.52958104e-13,-1.99769747e-05,1.99769747e-05
0.342012668,-1.21528699e-12,-1.89248731e-05,1.89248749e-05
0.343012702,-2.17647471e-12,-1.77539187e-05,1.77539223e-05
0.344012735,-2.93523148e-12,-1.64650173e-05,1.64650228e-05
0.345012768,-3.3905153e-12,-1.50596616e-05,1.50596688e-05
0.346012829,-3.51701611e-12,-1.35399123e-05,1.35399205e-05
