Time (ns),Total E x (V/m),Total E y (V/m),Total E z (V/m)
0.361013386,-2.87598656e-09,0.0473103896,-0.047310397
0.362013419,-1.83948945e-09,0.0539232567,-0.0539232679
0.363013453,-1.11379939e-09,0.0606094003,-0.0606094114
0.364013486,-6.98916369e-10,0.0673391297,-0.0673391372
0.365013519,-5.95449356e-10,0.0740810707,-0.0740810782
0.366013553,-5.95652305e-10,0.0808023438,-0.0808023512
0.367013586,-5.96058258e-10,0.087468639,-0.0874686465
0.36801362,-1.42541823e-09,0.0940443575,-0.094044365
0.369013681,-2.87639246e-09,0.100492693,-0.100492693
0.370013714,-4.32777281e-09,0.106775828,-0.106775828
0.371013748,-5.57221869e-09,0.112855032,-0.112855032
0.372013781,-6.19505069e-09,0.118690915,-0.118690915
0.373013814,-6.40320241e-09,0.12424349,-0.12424349
0.374013848,-6.40401421e-09,0.129472449,-0.129472449
0.375013881,-5.99014616e-09,0.134337336,-0.134337351
0.376013942,-5.99014616e-09,0.138797775,-0.138797805
0.377013976,-6.61094823e-09,0.142813653,-0.142813683
0.378014009,-7.02400449e-09,0.146345377,-0.146345407
0.379014042,-7.22931492e-09,0.14935407,-0.1493541
0.380014076,-7.84849341e-09,0.151801854,-0.151801869
0.381014109,-7.639124e-09,0.153652057,-0.153652057
0.382014143,-6.80895207e-09,0.154869437,-0.154869422
0.383014176,-5.15104404e-09,0.155420482,-0.155420452
0.384014237,-3.07926773e-09,0.155273646,-0.155273616
0.38501427,-5.94435168e-10,0.154399589,-0.154399544
0.386014304,2.71813394e-09,0.152771398,-0.152771354
0.387014337,6.03070305e-09,0.150364831,-0.150364801
0.388014371,8.92859209e-09,0.147158608,-0.147158593
0.389014404,1.14126131e-08,0.143134609,-0.143134609
0.390014437,1.3275832e-08,0.138278022,-0.138278037
0.391014499,1.41035681e-08,0.132577717,-0.132577732
0.392014532,1.41027563e-08,0.126026288,-0.126026303
0.393014565,1.30664626e-08,0.118620321,-0.118620336
0.394014599,1.0580818e-08,0.110360511,-0.110360518
0.395014632,7.26703142e-09,0.101251937,-0.101251945
0.396014666,3.33244232e-09,0.0913040861,-0.0913040861
0.397014699,-6.02146777e-10,0.0805309638,-0.0805309564
0.398014732,-3.91471566e-09,0.0689513162,-0.0689513013
0.399014793,-6.3989396e-09,0.0565886088,-0.0565885864
0.400014827,-7.6403408e-09,0.0434710942,-0.0434710681
0.40101486,-7.53545315e-09,0.029631868,-0.0296318419
0.402014894,-6.03274541e-09,0.0151087893,-0.015108767
0.403014927,-3.31364047e-09,-5.53169702e-05,5.53337341e-05
0.40401496,4.04219547e-10,-0.0158129651,0.0158129744
0.405014994,4.8564992e-09,-0.0321118757,0.0321118794
0.406015027,9.51505363e-09,-0.04889521,0.04889521
0.407015088,1.42763641e-08,-0.0661016479,0.0661016479
0.408015122,1.87266647e-08,-0.0836655647,0.0836655647
0.409015155,2.20376108e-08,-0.10151729,0.10151729
0.410015188,2.41061393e-08,-0.1195831,0.1195831
0.411015222,2.4517977e-08,-0.137785599,0.137785599
0.412015255,2.38951454e-08,-0.156044051,0.156044051
0.413015289,2.22372378e-08,-0.174274608,0.174274608
0.41401535,1.97515924e-08,-0.192390651,0.192390665
0.415015383,1.60235309e-08,-0.210303128,0.210303143
0.416015417,1.10530536e-08,-0.227920935,0.227920964
0.41701545,6.08257666e-09,-0.245151401,0.24515143
0.418015483,1.94064764e-09,-0.261900455,0.261900485
0.419015517,-1.78741333e-09,-0.278073341,0.27807337
0.42001555,-4.68611416e-09,-0.293574959,0.293574959
0.421015584,-6.3432104e-09,-0.30831033,0.30831033
0.422015645,-7.17419413e-09,-0.322185099,0.322185099
0.423015678,-7.17744175e-09,-0.335106164,0.335106134
0.424015711,-7.18231297e-09,-0.346981913,0.346981883
0.425015745,-6.35944764e-09,-0.357722998,0.357722998
0.426015778,-3.05012615e-09,-0.367242724,0.367242724
0.427015812,1.91629179e-09,-0.375457644,0.375457644
0.428015845,8.5398062e-09,-0.382287979,0.382288009
0.429015906,1.68204171e-08,-0.387658268,0.387658298
0.43001594,2.5101027e-08,-0.391497821,0.39149785
0.431015973,3.08984269e-08,-0.39374119,0.39374122
0.432016006,3.50403546e-08,-0.394328654,0.394328654
0.43301604,3.42126185e-08,-0.393206775,0.393206745
0.434016073,2.92429529e-08,-0.390328735,0.390328705
0.435016106,2.17868319e-08,-0.385654837,0.385654807
0.43601614,1.10165175e-08,-0.379152983,0.379152983
0.437016201,-1.41089362e-09,-0.370798916,0.370798945
0.438016234,-1.13518475e-08,-0.36057657,0.36057663
0.439016268,-1.71492491e-08,-0.348478496,0.348478585
0.440016301,-1.71476255e-08,-0.334505916,0.334506035
0.441016335,-1.0517617e-08,-0.318669349,0.318669498
0.442016368,2.74077738e-09,-0.300988406,0.300988525
0.443016401,2.09712745e-08,-0.281492144,0.281492233
0.444016435,4.0029505e-08,-0.260219097,0.260219157
0.445016496,5.61866003e-08,-0.237217396,0.237217426
0.446016529,6.52998153e-08,-0.212544754,0.212544754
0.447016563,6.48843255e-08,-0.18626824,0.186268225
0.448016596,5.45262537e-08,-0.158464625,0.158464611
0.449016629,3.7125119e-08,-0.12921989,0.12921989
0.450016663,1.51665631e-08,-0.0986291096,0.0986291245
0.451016696,-7.2058608e-09,-0.0667961687,0.0667961985
0.452016757,-2.65734794e-08,-0.0338335745,0.0338336192
0.453016791,-3.98813746e-08,0.000138009651,-0.000137950046
0.454016824,-4.52763977e-08,0.0349901542,-0.0349900872
0.455016858,-4.24772075e-08,0.0705871955,-0.0705871284
0.456016891,-3.28417826e-08,0.106786326,-0.106786259
0.457016924,-1.81311961e-08,0.143438637,-0.143438578
0.458016958,-1.55617208e-09,0.180389553,-0.180389509
0.459016991,1.29462636e-08,0.217479393,-0.217479348
0.460017052,2.20611049e-08,0.254544109,-0.254544079
0.461017086,2.49598067e-08,0.291416079,-0.291416019
0.462017119,2.24701022e-08,0.327924818,-0.327924758
0.463017152,1.33503892e-08,0.363897473,-0.363897413
0.464017186,9.18107368e-10,0.399159998,-0.399159938
0.465017219,-9.85545423e-09,0.43353799,-0.43353793
0.46601728,-1.89702956e-08,0.466857374,-0.466857344
0.467017314,-2.39399611e-08,0.498945296,-0.498945266
0.468017347,-2.39367139e-08,0.529631138,-0.529631138
0.46901738,-1.97899137e-08,0.558747232,-0.558747292
